"","data","stato","codice_regione","denominazione_regione","lat","long","ricoverati_con_sintomi","terapia_intensiva","totale_ospedalizzati","isolamento_domiciliare","totale_positivi","variazione_totale_positivi","nuovi_positivi","dimessi_guariti","deceduti","totale_casi","tamponi","note_it","note_en"
"18","2020-03-12T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,58,2,60,38,98,27,27,1,5,104,1269,"",""
"19","2020-03-13T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,77,2,79,42,121,23,25,3,5,129,1449,"",""
"20","2020-03-14T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,91,6,97,59,156,35,37,2,8,166,1681,"",""
"21","2020-03-15T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,116,6,122,90,212,56,64,2,16,230,2017,"",""
"22","2020-03-16T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,116,6,122,90,212,0,0,2,16,230,2017,"nd-IT-0005","nd-EN-0005"
"23","2020-03-17T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,155,14,169,151,320,108,110,2,18,340,3077,"",""
"24","2020-03-18T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,156,30,186,176,362,42,43,2,19,383,3433,"",""
"25","2020-03-19T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,173,31,204,245,449,87,95,4,25,478,4046,"",""
"26","2020-03-20T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,191,31,222,329,551,102,103,4,26,581,4789,"",""
"27","2020-03-21T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,209,33,242,400,642,91,94,4,29,675,5617,"",""
"28","2020-03-22T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,252,37,289,459,748,106,111,7,31,786,6160,"",""
"29","2020-03-23T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,285,45,330,532,862,114,120,7,37,906,6761,"",""
"30","2020-03-24T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,317,57,374,566,940,78,99,21,44,1005,7345,"",""
"31","2020-03-25T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,349,64,413,610,1023,83,88,22,48,1093,8223,"",""
"32","2020-03-26T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,480,76,556,539,1095,72,89,22,65,1182,9191,"",""
"33","2020-03-27T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,530,82,612,624,1236,141,152,29,69,1334,10233,"",""
"34","2020-03-28T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,563,98,661,697,1358,122,124,29,71,1458,11500,"",""
"35","2020-03-29T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,559,99,658,774,1432,74,91,31,86,1549,12361,"",""
"36","2020-03-30T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,590,106,696,889,1585,153,163,36,91,1712,13117,"",""
"37","2020-03-31T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,609,105,714,940,1654,69,91,39,110,1803,14073,"",""
"38","2020-04-01T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,637,107,744,1012,1756,102,143,61,129,1946,15209,"",""
"39","2020-04-02T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,645,118,763,1101,1864,108,131,69,144,2077,16554,"",""
"40","2020-04-03T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,648,123,771,1178,1949,85,105,69,164,2182,17924,"",""
"41","2020-04-04T17:00:00","ITA",16,"Puglia",41.12559576,16.86736689,627,153,780,1193,1973,24,58,94,173,2240,18977,"",""
